Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Live Chess,Chess.com,dsanjr00,dhawalplaysd4,1-0,1899,1868,2020.12.01,06:32:03,B02,60,dsanjr00 won on time,Chess.com,e4 d5 exd5 Nf6 Nc3 Nxd5 d4 Nxc3 bxc3 e5 Be3 exd4 cxd4 c5 c3 cxd4 cxd4 Nc6 Nf3 Bf5 Bb5 Bb4+ Bd2 Bxd2+ Qxd2 Qe7+ Be2 O-O O-O Qc7 Ne5 Nxe5 dxe5 Rad8 Qf4 Rfe8 Rfe1 Bg6 Bb5 a6 Rac1 Qa5 Bxe8 Rxe8 e6 fxe6 Red1 e5 Qf3 e4 Qb3+ Kh8 Qxb7 e3 fxe3 Qe5 Re1 Be4 Qc7 Qg5 Qg3 Qf6 Rf1 Qe5 Qxe5 Rg8 Qe7 Bg6 Rf8 h6 Rxg8+ Kxg8 Rc8+ Kh7 Qf8 Be8 Qh8+ Kxh8 Rxe8+ Kh7 Ra8 Kg6 Rxa6+ Kg5 Rb6 h5 a4 g6 a5 Kh6 a6 h4 a7 Kh5 a8=Q h3 Qc6 Kg5 Qxg6+ Kh4 Qg3+
Live Chess,Chess.com,Gutzrsv,dhawalplaysd4,1/2-1/2,1831,1876,2020.12.01,06:29:31,D00,60,Game drawn by repetition,Chess.com,d4 d5 Bf4 Nc6 Bg3 Nf6 e3 Bf5 Bd3 e6 Bxf5 exf5 c3 Bd6 Qc2 Bxg3 hxg3 g6 Nd2 Ne4 Ngf3 O-O O-O f6 a3 Qd6 c4 dxc4 Nxc4 Qd5 Rac1 a6 Rfd1 b5 Ncd2 Na5 Nxe4 fxe4 Nd2 Rae8 Qxc7 Rf7 Qc2 Nc4 Nxc4 bxc4 b4 cxb3 Qb2 Kg7 Rc5 Qe6 Rb1 Rb8 a4 a5 Rxa5 Rfb7 Rb5 Rxb5 axb5 Rxb5 Rc1 f5 Rc3 Kh6 Kh2 g5 Rc1 f4 Rd1 fxe3 fxe3 g4 Rf1 Rh5+ Kg1 Qe7 Qxb3 Qg5 Rf4 Kg7 Qb7+ Kh6 Qc6+ Kg7 Qd7+ Kh6 Qe6+ Kg7 Rf6 Qxe3+ Rf2 Qc1+ Rf1 Qe3+ Rf2 Qe2 Rf1 Qe3+ Rf2
Live Chess,Chess.com,Tamilronaldo,dhawalplaysd4,0-1,1931,1877,2020.12.01,06:28:36,A00,60,dhawalplaysd4 won by resignation,Chess.com,g3 d5 Bg2 e5 Nf3 Nf6 O-O e4 Nd4 c5 Nb3 c4 Nd4 Bc5 e3 Nc6 Nxc6 bxc6 d3 Ba6 dxc4 Bxc4 Re1 Bb4 Bd2 Bxd2 Nxd2 Qc7 Nxc4 dxc4 Qe2 O-O Qxc4 a5 Bxe4 Nxe4 Qxe4 Rfe8 Red1 Rxe4
Live Chess,Chess.com,dhawalplaysd4,RileyF,1-0,1867,1831,2020.12.01,06:25:36,B01,60,dhawalplaysd4 won on time,Chess.com,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Nf6 Bc4 Bg4 d3 e6 h3 Bxf3 Qxf3 c6 Bf4 Be7 Ne4 O-O O-O-O Nbd7 g4 Nb6 g5 Nfd5 Bxd5 Nxd5 Nc3 Nxf4 Qxf4 Bd6 Qe3 Be7 f4 a5 h4 a4 h5 a3 b3 g6 hxg6 fxg6 Ne4 Rf5 Qh3 Rf7 Rd2 Qf8 Rdh2 Qg7 Nc3 Qxc3 d4 Qxh3 Rxh3 Bb4 Kd1 Rd8 c3 Ba5 b4 Bc7 Re3 e5 fxe5 Rdf8 Rhe1 Rf2 e6 Re8 e7 Rxa2 c4 Rb2 d5
Live Chess,Chess.com,dhawalplaysd4,Vorap,0-1,1859,1915,2020.12.01,06:23:26,B01,60,Vorap won by checkmate,Chess.com,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Bg4 Bc4 Nf6 h3 Bxf3 Qxf3 e6 Qxb7 Nbd7 Bb5 Bc5 Bxd7+ Nxd7 Nb5 Qf6 Nxc7+ Ke7 Nxa8 Qxf2+ Kd1 Qxg2 Re1 Qxb7 d3 Qxa8 Be3 Qf3+ Kd2 Bxe3+ Rxe3 Qf2+ Re2 Qf4+ Re3 Nc5 b4 Nd7 Re1 Nf6 d4 Nd5 c4 Nxe3 Rxe3 Qxd4+ Rd3 Qxc4 Ke3 Qxb4 a3 Qc5+ Ke4 Qc4+ Ke3 Rc8 Rd1 Qc3+ Rd3 Qc1+ Rd2 Rc3+ Ke2 Rc2 Rxc2 Qxc2+ Ke3 Qb3+ Ke4 Qxa3 Kf4 Qxh3 Kg5 Qf5+ Kh4 g5+ Kg3 Qf4+ Kh3 Qf3+ Kh2 g4 Kg1 a5 Kh2 a4 Kg1 a3 Kh2 a2 Kg1 a1=Q+ Kh2 Qa2+ Kg1 Qd1#
Live Chess,Chess.com,dhawalplaysd4,GalaPicazo,1-0,1866,1790,2020.12.01,06:21:25,C21,60,dhawalplaysd4 won by checkmate,Chess.com,e4 e5 d4 exd4 c3 Nc6 cxd4 Bb4+ Nc3 Nf6 e5 Ne4 Ne2 O-O Bd2 Nxd2 Qxd2 d6 a3 Ba5 h4 dxe5 dxe5 Nxe5 f4 Qxd2+ Kxd2 Nc4+ Kc2 Ne3+ Kd2 Nxf1+ Rhxf1 Bf5 Nd4 Rad8 Ke3 Bg6 f5 Bh5 Nce2 Bxe2 Nxe2 Rd2 b4 Rxe2+ Kxe2 Bb6 a4 a6 a5 Ba7 g4 c5 g5 cxb4 Rab1 Bc5 f6 gxf6 gxf6 Re8+ Kf3 Kf8 Kf4 Re3 Kf5 Rh3 Rbe1 Rxh4 Rc1 b6 axb6 Bxb6 Rc8+ Bd8 Rxd8#
Live Chess,Chess.com,dhawalplaysd4,Blaireau101,1-0,1859,1761,2020.12.01,06:19:02,B32,60,dhawalplaysd4 won on time,Chess.com,e4 c5 d4 cxd4 Nf3 Nc6 Nxd4 Qc7 Nxc6 Qxc6 f3 e6 Nc3 Qc7 Be3 a6 Bd3 b5 a3 Bd6 g3 Nf6 f4 Be7 e5 Ng8 Qf3 Bb7 Ne4 Qc6 O-O-O f5 exf6 Nxf6 Nxf6+ Bxf6 Qxc6 Bxc6 Rhe1 O-O-O a4 h6 axb5 Bxb5 Be4 d5 Bd3 Bc6 Re2 Kc7 Bxa6 Ra8 Bd3 Ra1+ Kd2 Rxd1+ Kxd1 Bxb2 Ke1 Bc3+ Kf2 Ra8 Bd2 Bd4+ Be3 Bc3 Kf3 d4+ Kf2 dxe3+ Rxe3 Bd4 Ke2 Bxe3 Kxe3 Ra5 c3 Rd5 c4 Rd6 Be4 Bxe4 Kxe4 Kc6 Kf3 Kc5 Kg4 Kxc4 f5 Rd5 f6 Re5 f7 Rf5 f8=Q Rxf8 Kh4 e5 h3 e4 g4 e3 Kh5 e2 Kg6 e1=Q Kxg7
Live Chess,Chess.com,dhawalplaysd4,ffgffgffg,0-1,1853,2036,2020.12.01,06:17:23,B34,60,ffgffgffg won by checkmate,Chess.com,e4 c5 d4 cxd4 Nf3 Nc6 Nxd4 g6 Nxc6 bxc6 Nc3 Bg7 Bc4 Nf6 e5 Nd5 Nxd5 cxd5 Bxd5 Rb8 Bf4 O-O h4 Qa5+ c3 Rxb2 O-O Qxc3 Rc1 Qa5 Bb3 Ba6 Re1 d6 Bc4 Bxc4 Rxc4 Qxa2 Rce4 dxe5 Bc1 Rxf2 Rf1 Rxg2+ Kh1 Rh2+ Kg1 Qg2#
Live Chess,Chess.com,suhendar86,dhawalplaysd4,0-1,1745,1857,2020.12.01,06:14:54,B01,60,dhawalplaysd4 won on time,Chess.com,e4 d5 e5 f6 exf6 Nxf6 Nf3 Nc6 d4 Bf5 c3 e6 Bb5 Be7 O-O Qd7 Qe2 Qd8 Bg5 O-O Nbd2 h6 Bxf6 Bxf6 Nh4 Bh7 Nhf3 a6 Qxe6+ Kh8 Bxc6 bxc6 Ne5 Bxe5 dxe5 Rf5 Rae1 Rg5 Qxc6 Rb8 Nf3 Rg6 e6 Qe7 Qxa6 Rxb2 Qa8+ Bg8 Qxd5 Rb8 c4 Rd8 Qe5 Bxe6 Qc3 Qf6 Ne5 Qg5 g3 Rf6 f4 Qf5 Nf3 Qc5+ Kg2 Kh7 Ne5 Bf5 Qc2 Qa5 Qe2 Rd2 Rf2 Rxe2 Rfxe2 Qc5 h3 g6 Ng4 Be4+ Kh2 Bc6 Nxf6+ Kg7 Re7+ Qxe7 Rxe7+ Kxf6 Re3 Be4 Rb3 g5 a4 Kf5 fxg5 Kxg5
Live Chess,Chess.com,ElRayoServin,dhawalplaysd4,1-0,1592,1851,2020.12.01,05:51:53,B02,60,ElRayoServin won by checkmate,Chess.com,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 Nf3 Bf5 d3 Nc6 c3 e5 Be2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Be3 O-O-O+ Bd2 Bxf3 Bxf3 Bd6 Kc2 Rhe8 Bxc6 bxc6 Rhe1 Rxe1 Rxe1 h6 h3 g5 f3 f5 g4 Bf4 Bxf4 gxf4 Rd1 fxg4 hxg4 Rxd1 Kxd1 Kd7 Kd2 Ke6 Kd3 Ke5 a3 a5 b4 a4 c4 Kd6 Kd4 Ke6 Ke4 Kd6 Kxf4 Ke6 g5 hxg5+ Kxg5 Kf7 f4 Ke6 Kg6 Ke7 f5 Kf8 Kf6 Kg8 Ke6 Kf8 Kd7 c5 Kxc7 cxb4 axb4 a3 b5 a2 b6 a1=Q b7 Qg7+ Kb6 Qg3 Ka7 Qc7 Ka8 Qc6 Ka7 Qc7 Ka8 Qc6 Ka7 Ke7 c5 Qxc5+ Ka8 Qc7 f6+ Kd6 f7 Qc6 f8=Q+ Kd5 Qf5+ Kc4 Qf4+ Kb3 Qf3+ Ka4 Qxc6+ Ka5 Qc8 Ka6 b8=Q+ Ka5 Qcb7 Ka4 Q7a7#
Live Chess,Chess.com,Catursaya,dhawalplaysd4,1-0,1836,1864,2020.12.01,05:50:01,D02,60,Catursaya won by checkmate,Chess.com,e3 d5 Nf3 e6 d4 Nc6 c4 Nf6 cxd5 Nxd5 Bb5 Nf6 Ne5 Bd7 Nxd7 Qxd7 Be2 a6 Nd2 Bb4 a3 Ba5 b4 Bb6 Nf3 Ne4 O-O O-O Bd3 Nf6 Qc2 Ne7 Ne5 Qd6 Bb2 Ng6 Nxg6 fxg6 d5 Nxd5 Bc4 c6 Bxd5 cxd5 Qc3 Rac8 Qxg7#
Live Chess,Chess.com,dhawalplaysd4,Catursaya,1-0,1873,1827,2020.12.01,05:47:33,C01,60,dhawalplaysd4 won by resignation,Chess.com,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Bf5 Bd3 Bxd3 Qxd3 Be7 Be3 O-O O-O c6 Rfe1 Nbd7 Rad1 Re8 Bg5 Nf8 Bxf6 Bxf6 Rxe8 Qxe8 Ne2 Qd7 Ng3 b5 b3 Ng6 c4 bxc4 bxc4 Re8 Nf5 dxc4 Qc2 Qd5 Ne3 Qa5 Nxc4 Qh5 Ne3 Nh4 Qxc6 Nxf3+ Qxf3 Qg6 Ng4 Bd8 Ne3 Bb6 d5 h5 h3 Rd8 Nc4 Bc5 Ne5 Qd6 Qxf7+ Kh8 Ng6+ Kh7 Nf4 Qf6 Qxh5+ Qh6 Qf5+ g6 Qf7+ Qg7 Qxg7+ Kxg7 Ne6+ Kh6 Nxd8 Bd4 Nb7 Bb6 Rb1 g5 Nd6 Bc7 Nc4 Bf4 Rb7 g4 Rxa7 gxh3 Ra6+ Kg5 Nb6 h2+ Kh1 Bd6 g3 Kg4 Nc8 Kf3 Nxd6 Kxf2 Nf5 Kf3 a4
Live Chess,Chess.com,Last_king_987,dhawalplaysd4,1-0,1903,1866,2020.12.01,05:45:26,A06,60,Last_king_987 won by checkmate,Chess.com,e4 d5 Nf3 dxe4 Ng5 e5 Nxe4 Nc6 d3 Nf6 Nbc3 Nxe4 dxe4 Qxd1+ Nxd1 Nd4 Bd3 f5 exf5 Bxf5 Bxf5 Nxf5 O-O Nd4 Ne3 Bc5 c3 Ne2+ Kh1 Nf4 Nc4 O-O Nxe5 Rae8 Nd7 Rf5 Nxc5 Nxg2 Kxg2 Rxc5 f4 Re2+ Rf2 Re6 Bd2 Rd5 Re1 Rxe1 Bxe1 h6 Rd2 Rd6 Rxd6 cxd6 Bf2 Kf7 Bxa7 b5 Bd4 d5 b3 h5 a4 bxa4 bxa4 Ke7 a5 g6 a6 Kd7 a7 Ke6 a8=Q Kf5 Qxd5+ Kg4 Qg5#
Live Chess,Chess.com,Catursaya,dhawalplaysd4,0-1,1858,1873,2020.12.01,05:42:20,D05,60,dhawalplaysd4 won by resignation,Chess.com,e3 d5 Nf3 e6 d4 Nf6 Be2 Nc6 Nbd2 Bd6 c4 Bd7 c5 Be7 a3 b6 b4 O-O b5 Nb8 c6 Bc8 a4 a6 O-O axb5 Bxb5 Ba6 Qe2 Qd6 Bb2 Bxb5 axb5 Rxa1 Rxa1 Ne4 Ra7 Nxd2 Qxd2 e5 Nxe5 Qe6 h3 f6 Nf3 Bd6 Qc1 Rf7 Qa1 f5 Ra8 Rf8 Qa7 Qe4 Rxb8 Qb1+
Live Chess,Chess.com,dhawalplaysd4,WeirdBagel10,1/2-1/2,1865,1593,2020.12.01,05:39:44,B06,60,Game drawn by stalemate,Chess.com,e4 g6 d3 Bg7 Nc3 e6 Nf3 Ne7 Be2 b6 Bd2 Bb7 O-O Nbc6 h3 d6 Be3 Qd7 d4 O-O-O d5 exd5 exd5 Ne5 Nxe5 dxe5 Bf3 f5 Bg5 e4 Bxe7 Qxe7 Be2 Qe5 Bc4 h5 f3 e3 Re1 f4 g3 g5 Qe2 Rhe8 Kg2 h4 g4 Bf6 Rad1 Rd6 Ne4 Rdd8 Nc3 Qd6 Nb5 Qc5 Nc3 Bxc3 bxc3 c6 dxc6 Bxc6 Rxd8+ Rxd8 Bd3 Bd5 Bf5+ Kb7 Rd1 Rd6 Be4 Bxe4 fxe4 Rxd1 Qxd1 Kc6 c4 b5 Qd3 Qxc4 Qxc4+ bxc4 c3 Kc5 Kf1 Kb5 Ke2 Ka4 a3 Kxa3 Kd1 Kb3 Kc1 Kxc3 Kd1 Kd3 Kc1 c3 Kd1 c2+ Kc1 e2 Kb2 e1=Q Ka3 c1=Q+ Ka4 Qxe4+ Ka5 Qc5+ Ka6 Qe6+ Kb7 Qcd6 Ka8 Qee7
Live Chess,Chess.com,WeirdBagel10,dhawalplaysd4,1-0,1588,1870,2020.12.01,05:37:13,A01,60,WeirdBagel10 won on time,Chess.com,b3 d6 Bb2 e5 g3 Nf6 Bg2 Nc6 d3 Be6 Nc3 Be7 e4 O-O Nf3 a6 Qd2 Qd7 O-O-O d5 d4 dxe4 Nxe5 Nxe5 dxe5 Qxd2+ Rxd2 Nd7 Nxe4 Rad8 f4 Bf5 Rhd1 Nb6 Rxd8 Rxd8 Rxd8+ Bxd8 h3 Bxe4 Bxe4 Be7 Bxb7 Kf8 Bxa6 Nd5 Bd3 Ne3 Kd2 Nd5 c4 Nb6 a3 c5 Bc3 Nd7 b4 cxb4 Bxb4 Bxb4+ axb4 Nb8 Be4 Nd7 Kd3 Nb6 c5 Nd7 Kc4 Nb8 b5 Nd7 c6 Nb8 Kc5 Ke8 b6 Kd8 Bxh7 Kc8 Bf5+ Kd8 g4 g6 Be4 Kc8 f5 gxf5 gxf5 Kd8 h4 Kc8 h5 f6 h6 Kd8 h7 Ke7 h8=Q Nxc6 Bxc6 fxe5 Qxe5+ Kf7 Qe6+ Kf8 Qf6+ Kg8 Bd5+
Live Chess,Chess.com,dhawalplaysd4,jordanwang5,0-1,1884,1920,2020.12.01,05:34:36,B23,60,jordanwang5 won on time,Chess.com,e4 c5 Nc3 Nc6 Bb5 Nf6 Bxc6 bxc6 f4 d5 exd5 cxd5 d3 Bg4 Nf3 e6 h3 Bh5 Ne2 Bd6 Ng3 Bg6 Be3 Qc7 c3 Bxf4 Bxf4 Qxf4 Ne2 Qe3 Qc2 Bxd3 Qd2 Qxd2+ Nxd2 O-O Nf4 Bg6 Nxg6 hxg6 g4 Rab8 g5 Nd7 Rb1 Ne5 b3 Nf3+ Kf2 Nxg5 Nf3 Nxf3 Kxf3 a5 h4 Rb6 h5 gxh5 Rxh5 Rfb8 Rbh1 g6 Rh8+ Kg7 R1h7+ Kf6 Rxb8 Rxb8 Rh4 g5 Rg4 Kf5 Rg3 f6 Kg2 e5 Rf3+ Ke4 Rg3 f5 Rf3 g4 Rf2 f4 Re2+ Kf5 Rf2 e4 Kg1 f3 Re2 Kf4 Rf2 Rh8 Rh2 g3 Rxh8 f2+ Kf1 Kf3 Rf8+ Ke3 Rg8 Kf3 Rxg3+ Kxg3 Ke2 Kg2 Kd2 f1=Q Kc2 e3 Kb2 Qe2+ Ka3 Qd3 b4 Qd1
Live Chess,Chess.com,dhawalplaysd4,zainii,0-1,1892,1863,2020.12.01,05:32:10,B06,60,zainii won on time,Chess.com,e4 g6 d4 h6 Nf3 Bg7 Nc3 e6 Bd3 d6 Be3 Ne7 h3 b6 g4 a6 Qd2 h5 O-O-O hxg4 hxg4 Rg8 Bg5 b5 Bh6 b4 Ne2 Bf8 Bxf8 Rxf8 Qh6 a5 Ng5 Bd7 Qg7 e5 Qxf7+ Rxf7 Nxf7 Kxf7 Rh7+ Kg8 Rdh1 Kf8 d5 Ng8 Ng3 Be8 f4 Bf7 fxe5 dxe5 Rf1 Qe7 Nf5 gxf5 gxf5 Qf6 Be2 Nd7 Bh5 Rc8 Rxf7+ Qxf7 Bxf7 Kxf7 Rd1 Ndf6 c3 Rd8 c4 Nxe4 c5 Nxc5 d6 cxd6 Rg1 Kf6 Rf1 e4 Rh1 Kxf5 Rh6 Kf4 Rh5 e3 Rh1 Kf3 Re1 Kf2 Rf1+ Kxf1 Kc2 e2 b3 e1=Q a3 Qc3+ Kb1 Qxb3+ Ka1 Nd3
Live Chess,Chess.com,dhawalplaysd4,Golabus,1-0,1901,1908,2020.11.30,15:25:56,C01,60,dhawalplaysd4 won by resignation,Chess.com,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Bd6 Bd3 O-O Be3 Bg4 h3 Bh5 g4 Bg6 g5 Nh5 Bxg6 hxg6 Nxd5 Re8 Nc3 Nc6 d5 Ne5 Nxe5 Rxe5 Qe2 Nf4 Qd2 Qxg5 O-O-O Qf5 Bxf4 Re7 Bxd6 cxd6 Rhe1 Rc7 Qd3 Qxf2 Re2 Qf6 Ne4 Qf5 Nxd6 Qxh3 Qxh3
Live Chess,Chess.com,dhawalplaysd4,Yousuff-Ibrahim,1-0,1892,1890,2020.11.30,15:24:37,B00,60,dhawalplaysd4 won by checkmate,Chess.com,e4 b6 d4 Bb7 Nc3 Nf6 Nf3 Nxe4 Bd3 Nf6 Be3 g6 Qe2 Ng4 O-O Nxe3 Qxe3 Bg7 Ne4 O-O h4 e6 h5 d5 Ng3 Nd7 hxg6 hxg6 Rfe1 Re8 Kf1 Nf8 Ke2 Bf6 Kd2 a6 Rh1 Rc8 Qf4 b5 Qh6 c5 Kd1 cxd4 Ng5 Bxg5 Qh8#
Live Chess,Chess.com,dhawalplaysd4,doctorjs,0-1,1884,1825,2020.11.30,15:22:03,B21,60,doctorjs won by checkmate,Chess.com,e4 c5 d4 cxd4 c3 d3 Bxd3 a6 Bc4 e6 Nf3 Qc7 Bb3 d6 g3 Nd7 Nbd2 b5 a4 bxa4 Bxa4 Bb7 Nb3 Nf6 Nbd2 Be7 Qe2 O-O Bxd7 Qxd7 O-O Rfd8 Ra3 Rac8 Rb3 Qc6 c4 Nxe4 Nxe4 Qxe4 Qxe4 Bxe4 Re1 Bxf3 Rxf3 Rxc4 b3 Rb4 Ree3 Rdb8 Bd2 R4b7 Bc3 d5 Bd2 Bc5 Rd3 Kf8 Kg2 Ke7 Bg5+ Kd6 Be3 Bxe3 Rdxe3 f5 Rd3 Ke5 Rfe3+ Kf6 f4 g6 g4 fxg4 Rg3 Kf5 h3 gxh3+ Rxh3 Kxf4 Rhf3+ Kg5 Rde3 e5 Rxe5+ Kh6 Rxd5 Rb4 Rd4 Rxd4 Rh3+ Kg7 Rf3 Rd2+ Kg3 Rb2 Kg4 R2xb3 Kg5 R8b5+ Rf5 Re5 Kg4 Rxf5 Kh4 Rbb5 Kg4 Rb4+ Kg3 Rb3+ Kg2 Rb2+ Kg1 Rc5 Kf1 Rc1#
Live Chess,Chess.com,gvdolgov,dhawalplaysd4,0-1,1845,1894,2020.11.30,15:20:17,C01,60,dhawalplaysd4 won by checkmate,Chess.com,e4 d5 exd5 Nf6 c4 e6 d4 exd5 Nf3 dxc4 Nc3 Nc6 Bxc4 Bf5 d5 Ne7 Bg5 Ng6 O-O Be7 Nd4 Bd7 Re1 h6 Bxf6 gxf6 Qf3 O-O Rad1 Ne5 Qh5 Nxc4 Rd3 Ne5 Rg3+ Ng6 Qxh6 f5 h4 Bf6 h5 Bg7 Qd2 f4 hxg6 fxg3 gxf7+ Rxf7 fxg3 Qf6 Ne6 Bxe6 dxe6 Qd4+ Qxd4 Bxd4+ Kh2 Rh7#
Live Chess,Chess.com,takkiforce,dhawalplaysd4,1-0,1939,1887,2020.11.30,15:18:51,A00,60,takkiforce won by checkmate,Chess.com,d3 d5 Nd2 Nc6 g3 Nf6 Bg2 e5 f4 exf4 gxf4 Be6 Ndf3 Bd6 e3 O-O Ne2 a6 O-O b5 Bd2 Ne7 Ng5 c5 Ng3 h6 Nxe6 fxe6 c3 Ng6 f5 exf5 Nxf5 Nh7 Qe2 Qd7 Bxd5+ Kh8 Bxa8 Qc7 Be4 Ng5 h4 Nxh4 Nxh4 Nh3+ Kg2 Bh2 Rxf8#
Live Chess,Chess.com,MauricioSepulvedaCar,dhawalplaysd4,1-0,1943,1894,2020.11.30,15:17:22,D02,60,MauricioSepulvedaCar won by checkmate,Chess.com,d4 d5 Nf3 e6 Bg5 Nc6 Bxd8 Kxd8 e3 Nf6 c4 Bd6 cxd5 exd5 Nc3 Bb4 Bb5 Ne4 Qc2 Bf5 Qc1 g6 Bxc6 bxc6 O-O h5 Nxe4 Bxe4 Ne5 Ke7 Nxc6+ Kd6 Nxb4 c5 Qxc5+ Ke6 Qc7 Kf5 h3 g5 Qe5+ Kg6 Nxd5 Bxd5 Qxd5 Rhd8 Qe4+ f5 Qe6+ Kg7 Qxf5 Rf8 Qxg5+ Kh7 Rac1 Rg8 Rc7+ Kh8 Qh6#
Live Chess,Chess.com,dhawalplaysd4,silmarillia,1-0,1901,1932,2020.11.30,15:16:14,B00,60,dhawalplaysd4 won by resignation,Chess.com,e4 b6 d4 Bb7 Nc3 e6 Nf3 Bb4 Bd3 Bxc3+ bxc3 Ne7 Bb2 O-O c4 f5 Qd2 fxe4 Qc3 exd3 d5 Rf7 Ng5 Qf8 dxe6 dxe6 Nxe6 Qc8 Ng5 Qf8 Ne6 Qd8 Nxd8
Live Chess,Chess.com,swift303,dhawalplaysd4,1-0,1859,1892,2020.11.30,15:13:52,A06,60,swift303 won by checkmate,Chess.com,e4 d5 Nf3 dxe4 Ng5 e5 Nxe4 Nc6 Ng3 Nf6 Bc4 Be6 Bxe6 fxe6 O-O Qd5 c3 Bd6 d4 exd4 cxd4 Nxd4 Nc3 Qe5 Re1 Qc5 Be3 e5 Bxd4 Qc6 Bxe5 O-O-O Bxd6 Rxd6 Qb3 Rhd8 Nb5 Qb6 Nxd6+ Qxd6 Red1 Qc6 Rxd8+ Kxd8 h3 Ke7 Re1+ Kd8 Qe3 Kd7 Qe7+ Kc8 Qxg7 Nd5 Qg8+ Kd7 Qe8+ Kd6 Qxc6+ Kxc6 Rc1+ Kd6 Ne4+ Ke5 Nc3 Nf4 Re1+ Kd4 Re4+ Kd3 Rxf4 Kd2 Rf7 Kc2 Rxc7 b5 Nd5+ Kxb2 Rxa7 b4 Rb7 b3 Rxb3+ Kxa2 Rb7 Ka1 Rxh7 Ka2 Ne3 Ka1 Rd7 Ka2 g4 Ka1 g5 Ka2 g6 Ka1 g7 Ka2 g8=Q+ Ka1 Qc8 Ka2 Rb7 Ka1 Qa8#
Live Chess,Chess.com,RenatoLaranja,dhawalplaysd4,0-1,1865,1901,2020.11.30,15:11:15,A07,60,dhawalplaysd4 won on time,Chess.com,d4 d5 Nf3 Nc6 g3 Bf5 Bg2 Nf6 O-O e6 c4 dxc4 Ne5 Nxe5 dxe5 Qxd1 Rxd1 Nd7 Bxb7 Rd8 Bc6 h6 Nc3 Be7 Nb5 O-O Bxd7 a6 Nxc7 Bc2 Rd2 Bf5 Nxa6 Ra8 Nc7 Rad8 Bb5 Bf6 Bxc4 Rxd2 Bxd2 Bxe5 Bc3 Bxc7 Bd3 Rd8 Bxf5 exf5 e3 f6 Bd4 Be5 Bxe5 fxe5 Rc1 Kf7 Rc7+ Ke6 Rxg7 Rd2 Rg6+ Kd5 Rxh6 Rxb2 Ra6 Rb1+ Kg2 Rb2 h4 Ke4 h5 Rb7 h6 Rh7 Ra4+ Kd5 Rh4 Ke6 a4 Kf6 a5 Kg6 a6 Ra7 h7 Rg7 h8=Q Kf6 Qh5 Rxg3+ fxg3 Ke6 Qh6+ Kd5
Live Chess,Chess.com,TheFox91,dhawalplaysd4,0-1,1866,1894,2020.11.30,15:08:59,D00,60,dhawalplaysd4 won on time,Chess.com,d4 d5 Bf4 Nc6 Nc3 Bf5 e3 e6 Nb5 Bb4+ c3 Ba5 Bd3 Bxd3 Qxd3 a6 Na3 Nf6 Ne2 Ne4 Kf1 h6 h3 g5 Bh2 f5 Ng3 Qd7 Nxe4 fxe4 Qd2 O-O-O Ke2 Rdf8 Raf1 Rf7 Kd1 Rhf8 Bg3 Ne7 Kc2 Qa4+ Kb1 Qd7 Nc2 Nf5 Be5 Ne7 b4 Bb6 a4 a5 b5 Ng6 Bg3 Ne7 Na3 Nf5 Bh2 Nh4 g3 Nf5 Bg1 Nd6 Qc2 Nc4 Nxc4 dxc4 Qa2 Qd5 Bh2 e5 g4 Re7 Bxe5 Rxe5 dxe5 Qxe5 Qd2 Rd8 Qc2 Rd6
Live Chess,Chess.com,silmarillia,dhawalplaysd4,1-0,1950,1886,2020.11.30,15:06:51,D02,60,silmarillia won by checkmate,Chess.com,d4 d5 Nf3 Nc6 Bg5 Nf6 Bxf6 exf6 Nbd2 Bf5 e3 Bd6 Bb5 Qe7 Bxc6+ bxc6 c3 O-O Qa4 Qd7 O-O c5 Qxd7 Bxd7 Rac1 cxd4 cxd4 Rac8 Nb3 Rfe8 Rc2 c6 Rfc1 Re6 Nc5 Bxc5 Rxc5 a6 b3 Rb8 Nd2 h6 h3 g5 Nb1 f5 Nc3 h5 Na4 g4 Ra5 Ra8 Nc5 Rd6 Rxa6 Rxa6 Nxa6 gxh3 gxh3 Kg7 Nc5 Kh6 Nxd7 Rxd7 Rxc6+ Kg5 Kg2 f6 f3 h4 Rc5 Rd6 a4 Rb6 Rxd5 Rxb3 f4+ Kg6 Kf3 Rb2 a5 Ra2 Rc5 Ra3 d5 Ra1 d6 Rf1+ Ke2 Rh1 d7 Rxh3 d8=Q Rh2+ Kd3 Rh1 Qg8+ Kh5 Rxf5+ Kh6 Rxf6+ Kh5 Qg5#
