Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Hourly HyperBullet Arena,Lichess.org,KingHunter776,dhawalplayse4,1-0,1367,1813,2020.11.08,11:07:24,A06,30+0,Normal,https://lichess.org/bOiJnCQm,Nf3 d5 b3 e6 Bb2 Nf6 d4 Nc6 e3 Bd7 Bb5 Be7 Bxc6 bxc6 c3 Qb8 Nbd2 a5 h3 c5 O-O cxd4 cxd4 Ne4 Nxe4 dxe4 Ne5 O-O Nxd7 Qc8 Nxf8 Kxf8 d5 Bf6 Bxf6 gxf6 f3 exd5 fxe4 c6 exd5 cxd5 Qxd5 Qd8 Qxd8+ Rxd8 Rfd1 Ke7 Rxd8 Kxd8 Rd1+ Ke7 g4 Ke6 Kg2 h6 Kf3 f5 h4 f6 gxf5+ Kxf5 e4+ Ke5 Kg4 f5+ exf5 Kf6 h5 Kg7 Rd7+ Kf6 Ra7 a4 Ra5 axb3 axb3 Kf7 b4 Kf6 b5 Kg7 b6 Kf6 b7 Kf7 b8=Q Kf6 Qf8#
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,RabindraLama,1-0,1812,1467,2020.11.08,11:06:41,C21,30+0,Normal,https://lichess.org/mzERIjmQ,e4 e5 d4 exd4 c3 dxc3 Bc4 Qf6 Nf3 Bc5 Be3 cxb2 Bxc5 bxa1=Q Bd4 Qb2 Bxb2 Qxb2 Qd5 Qxb1+ Ke2 Qxh1 Qxf7+ Kd8 Qf8#
Hourly HyperBullet Arena,Lichess.org,veinom,dhawalplayse4,1-0,2048,1814,2020.11.08,11:05:28,D30,30+0,Time forfeit,https://lichess.org/O1Yya8rP,d4 d5 c4 e6 Nf3 Nc6 g3 Nf6 Bg2 Bd7 O-O Be7 Nc3 dxc4 e3 a6 Nd2 b5 a4 Qb8 axb5 axb5 Rxa8 Qxa8 Nxb5 Qa6 Nxc7+ Kd8 Nxa6 Bc8 Nc5 Kc7 Bxc6 Nd5 Bxd5 exd5 e4 dxe4 Ndxe4 Bxc5 Nxc5 Kc6 Qf3+ Kb6 Qxf7 Bb7 Qxb7+ Ka5 Bd2+ c3 Qb4+ Kxb4 Bxc3+ Kc4 Re1 Rd8 Re7 Rd5 Rxg7 Rf5 Rxh7 Rf3 Kg2 Rd3 h4 Rd2 Ne4 Kd3 Nxd2
Hourly HyperBullet Arena,Lichess.org,Elcanbg,dhawalplayse4,0-1,1534,1812,2020.11.08,11:04:16,C00,30+0,Normal,https://lichess.org/mgXNcvvn,e4 e6 Nf3 d5 exd5 Nf6 dxe6 Bxe6 Nc3 Qe7 d4 Nc6 d5 Bxd5+ Be2 Bxf3 O-O Rd8 Bxf3 Rxd1 Bxd1 Nh5 Re1 g6 Rxe7+ Bxe7 Bxh5 O-O Bg5 gxh5 Nd5 Bxg5 Ne7+ Bxe7 h4 Bg5 g4 Bxh4 gxh5 Be7 f4 Kh8 f5 Rg8+ Kh2 Ne5 Kh3 Ng4 Re1 Nh6 Rxe7 Nxf5 Rxf7 Ne7 Rf5 Rg3+ Kh4 Nxf5#
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,Fafuplanet,0-1,1814,2106,2020.11.08,11:02:54,B23,30+0,Time forfeit,https://lichess.org/3Bf49uet,e4 c5 Nc3 Nc6 Bb5 e6 Bxc6 bxc6 Nf3 d5 exd5 cxd5 d3 Nf6 Bg5 Be7 Bxf6 Bxf6 Qe2 O-O O-O-O Bb7 Nb1 a5 c3 Qb6 h3 a4 a3 Rab8 Rd2 Bc6 g3 c4 Rg1 cxd3 Qxd3 Bb5 Qc2 Bc4 Ne1 Qb3 Nd3 Qxc2+ Kxc2 Bxd3+ Kxd3 Rb3 Re2 Rfb8 Nd2 R3b7 Nf3 h6 Nd4 Bxd4 Kxd4 Rxb2 Rd1 Rxe2 Kc5 Rxf2 Kd6 Rf3 Ke7 Rxg3 Rc1 Rb7+ Kd6 Rxh3 Kc6 Rd3 Kxb7 Re3 Ka6 Re4 Rb1 Rc4 Rb8+ Kh7 Ka5 g6 Ka6 Kg7 Ka7 h5
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Ogro11,0-1,1586,1650,2020.11.08,10:39:34,B20,15+0,Time forfeit,https://lichess.org/H5fHrODw,e4 c5 d3 e6 Nc3 d5 Nf3 dxe4 Be2 exf3 Qd2 fxe2 Kxe2 Be7 Kf1 Nf6 Qf4 O-O d4 Bd7 d5 Nh5 Qg3 Nxg3+ hxg3 exd5 Bf4 Bd6 Nxd5 Bxf4 gxf4 Re8 Ne3 Bc6 Ng4 Bb5+ Kg1 Bc6 f3 Nd7 Rh3 Nf6 Nxf6+ Qxf6 Rg3 Qxf4 Re1 Qxg3 Rf1 Qf2+ Rxf2 c4 Kh2 c3 g3 cxb2 c3 b1=Q Rc2 Qxa2 Rxa2 Bd5 Rg2 Ba2 g4 Bd5 g5 Bxf3 Rg3 Bg2 Rf3 Bxf3 Kg3 Bg4 Kxg4 f6 Kf4 fxg5+ Kf5 h5 Kxg5 g6 Kh4 Re5 Kh3 Rc5 Kh2 Rxc3 Kg2 Rc6 Kh3 Rac8 Kh4 R8c7 Kg5 b6 Kh6 b5 Kg5 a5
Hourly UltraBullet Arena,Lichess.org,dELLVOSTRo,dhawalplayse4,1-0,1493,1594,2020.11.08,10:38:43,D05,15+0,Time forfeit,https://lichess.org/wA757j57,e3 d5 d4 e6 Nf3 Nf6 Bb5+ Bd7 Bxd7+ Qxd7 c3 Nc6 Nbd2 b6 O-O Ne4 Re1 Nxd2 g3 e5 Re2 e4 Rxd2 exf3 Kf1 f5 Ke1 g6 Qxf3 Be7 Ke2 Bd6 Kd1 Ne5 Re2 Nxf3 Kc2 Ne5 Kd1 Ng4 Kc2 Nxe3+ Rxe3+ Kd8 Re2 Qe7 Rd2 Qf7 Rd3 Qf6 Rd2 Qg5 Kd3 Qf4 Kc2 Qf3 Rd3 Qe4 f3 f4 fxe4 Bc5 Rd2 Bxd4 Re2 Be3 Rxe3 dxe4 gxf4 Kc8 f5 gxf5 Rxe4 f4 Rd4 f3 Rc4 f2 Rxc7+ Kxc7 Bd2 Kb7 Rf1 Rhe8 Rxf2 Re2 Rxe2 Rc8 Be3 Rxc3+ Kxc3 Ka6 Kd2 b5 Bd4 Ka5 Be3 b4 Rf2 Ka4 Re2
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,chefjordonramsay,1-0,1592,1277,2020.11.08,10:37:58,B02,15+0,Time forfeit,https://lichess.org/aKvavg8L,e4 Nf6 d3 g6 Nc3 Bg7 Be2 e6 Nf3 d5 Bd2 dxe4 dxe4 e5 Nxe5 O-O Nd5 Qe8 Bc3 Qxe5 Bxe5 Nxd5 Bxc7 Nxc7 Qd5 Rd8 Qxd8+ Ne8 Qc7 Bf8 e5
Hourly UltraBullet Arena,Lichess.org,ubtaf,dhawalplayse4,1-0,1793,1595,2020.11.08,10:37:04,D00,15+0,Time forfeit,https://lichess.org/fxKZjWxT,d4 d5 c3 e6 g3 f6 Nf3 f5 Bg2 e5 O-O e4 Nfd2 f4 e3 f3 Bh1 Bh3 Nxf3 Bxf1 Kxf1 exf3 Qxf3 Qe7 Qe2 Nf6 Bd2 Ne4 Na3 Nxd2+ Qxd2 c6 Nc2 Qf7 Nb4 Bd6 Ke2 a5 Rf1 axb4 cxb4 b5 a3 Qe7 Qc2 O-O Qc3 Nd7 Qc2 Ne5 Qd2 Nc4 Qd3 Nd2 Qxd2 c5 Qd3 c4 Qc2 Be5 Qc3 Bxd4 Qxd4 Qf6 Kd2 Qxd4+ exd4 Rf3 Bxf3 Rd8 Bxd5+ Rxd5 Kc3
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,MustafaBostanci2005,0-1,1597,1899,2020.11.08,10:36:19,B00,15+0,Time forfeit,https://lichess.org/ipNBfSjn,e4 Nc6 d3 Nd4 Nc3 Nxc2+ Qxc2 e6 Be3 Qe7 Nf3 d6 Nd5 e5 Nxe7 Bxe7 Ng5 Nf6 Nxf7 Kxf7 Qc4+ Be6 Be2 c6 O-O-O Bxc4 b3 Rhf8 dxc4 Kg8 c5 Ng4 cxd6 Nxe3 dxe7 Rfe8 Rd3 Rxe7 fxe3 Rae8 Bf3 Kf7 Rf1 Kf8 Bg4+ Kg8 Be6+ Rxe6 Rd7 R6e7 Rxe7 Rxe7 Rd1 Rf7 Rd8+ Rf8 Rxf8+ Kxf8 Kd2 Ke7 Kc3 Ke6 Kc4 b5+ Kc5 b4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Premthakkar12,1-0,1595,1326,2020.11.08,10:35:30,C00,15+0,Time forfeit,https://lichess.org/uEDFgWWl,e4 e6 d3 Bc5 Nc3 Qf6 Nf3 g5 Be3 g4 Bxc5 gxf3 gxf3 Nh6 Nd5 Ng4 Nxf6+ Kd8 fxg4 Rf8 h3 Nc6 Qf3 Nd4 Nh5 Nxf3+ Ke2 Nd4+ Ke3 Nf3 Kxf3 f5 Ke2 fxe4 dxe4 d6 f3 Bd7 Be3 Bb5+ Kd2 Bxf1 Bg5+ Kc8 Rhxf1 Rb8 Nf6 b5 e5 b4 Nd5 b3 Ne7+
Hourly UltraBullet Arena,Lichess.org,rolik12345,dhawalplayse4,1-0,1853,1597,2020.11.08,10:34:54,A01,15+0,Time forfeit,https://lichess.org/m4MqlYl9,b3 d5 Bb2 e6 e3 Nf6 Nf3 Bd7 Bd3 Nc6 Ne5 Bb4 c3 Bd6 Nxc6 Bxc6 c4 dxc4 bxc4 Bxg2 Rg1 Bh3 Rxg7 Rg8 Bxf6 Qxf6 Rxg8+ Kd7 Rxa8 Qh4 Qe2 Bxh2 Be4 Qh5 d4 Qxe2+ Kxe2 Bg4+ Ke1 Bd6 Nc3 c5 Nb5 Bf4 Rxa7 Bg3 Rxb7+ Ke8 fxg3
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,jokerkdg,0-1,1599,1841,2020.11.08,10:34:11,C00,15+0,Time forfeit,https://lichess.org/wYZaFpBc,e4 e6 d3 d5 Nc3 dxe4 Nf3 exf3 Qxf3 Nf6 Be3 Bd6 Be2 O-O Ne4 e5 Nxf6+ Qxf6 Qxf6 gxf6 h4 f5 h5 h6 Bd2 f4 g3 f5 gxf4 exf4 Rg1+ Kf7 f3 Rg8 d4 Kf8 Bc4 Rxg1+ Ke2 Rxa1 b3 Rxa2 b4 Rxc2 Kd3 Rxc4 Kxc4 Be6+ d5 Nc6 dxe6 Rd8 Kd5 Ke7 Bc3 Bxb4+
Hourly UltraBullet Arena,Lichess.org,Yugkhiani,dhawalplayse4,0-1,1323,1597,2020.11.08,10:33:22,A07,15+0,Time forfeit,https://lichess.org/glggsQJH,Nf3 d5 g3 e6 Bg2 Nf6 Ng1 Nc6 f4 Bd7 f5 Be7 fxe6 Bxe6 e3 O-O Nf3 Qd7 O-O Ne4 Ng5 Bxg5 Bxe4 dxe4 d3 Bh3 Rf2 Bg4 dxe4 Bxd1 Rxf7 Bxe3+ Kg2 Qxf7 Kh3 Qe6+ Kg2 Rf1 Kxf1 Qf6+ Kg2 Rf8 Kh3 Qf2 Kh4 Qf1 g4 Qg1
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Mr_Gallo,1-0,1593,1489,2020.11.08,10:32:28,B20,15+0,Time forfeit,https://lichess.org/ueEv7HEl,e4 c5 d3 e6 Nc3 Nf6 Nf3 Be7 Be2 d5 Bd2 d4 Nb1 Nc6 c3 Nb4 cxb4 b6 a3 cxb4 Bxb4 Bxb4+ axb4 Qe7 Nbd2 O-O Qb3 Qxb4 e5 a5 Qxb4 axb4 Rxa8 Bd7 Ra4 Bxa4 b3 Bb5 O-O Bxd3 Bxd3 Ng4 Ng5 Ne3 fxe3 f6 exf6 gxf6 Rxf6 Rxf6 Nxe6 Rf1+ Kxf1 Kf7 Ke2 Kxe6 Ne4 Kd7 Ng5 Kc7 Bf5 Kb7 Ne4 Ka7 Nd6 Ka6 Nc4 b5 Ne5 Kb6 Nc6 Kb7 Nxb4 Kb6 Nd5+ Kb7 Be4
Hourly UltraBullet Arena,Lichess.org,Digital1705,dhawalplayse4,0-1,1278,1591,2020.11.08,10:31:56,B01,15+0,Time forfeit,https://lichess.org/3rxdWFSn,e4 d5 exd5 Nf6 d6 cxd6 f4 Bf5 Nf3 Qc7 Ng5 Qxc2
Hourly UltraBullet Arena,Lichess.org,alavi-1,dhawalplayse4,1-0,1597,1597,2020.11.08,10:30:58,B01,15+0,Time forfeit,https://lichess.org/RLziHE8m,e4 d5 exd5 Nf6 Bc4 Nxd5 Bxd5 Qxd5 c4 Qd8 Nf3 Nc6 O-O Bf5 d4 e6 d5 exd5 cxd5 Ne7 Qa4+ c6 Qd4 cxd5 Nc3 Bg6 Ne5 Nf5 Nxf7 Nxd4 Nxd8 Kxd8 Re1 Nc2 Rd1 Nxa1 Rxd5+ Kc7 Rc5+ Kb6 Nd5+ Kxc5 Ne7 Bxe7 Be3+ Kc6 g3 Kc7 Kg2 Kb8 h3 Rd8 h4 Rd2 g4 Rxf2+ Bxf2 Be4+ Kg3 Bd6+ Kh3 Bc5 Bg3+
Hourly Bullet Arena,Lichess.org,Qwas_igl,dhawalplayse4,1-0,1902,1819,2020.11.08,10:11:56,D35,60+0,Time forfeit,https://lichess.org/Gb2CMOiC,d4 d5 c4 e6 Nc3 Nf6 cxd5 Nxd5 Nf3 Nc6 e4 Nxc3 bxc3 Bd7 Bd3 Be7 O-O O-O Be3 a6 Re1 h6 Rb1 b5 a4 bxa4 Qxa4 Nb4 Qd1 Nc6 d5 exd5 exd5 Nb8 c4 c6 Be4 cxd5 Bxd5 Ra7 Bxa7 Nc6 Bd4 Nxd4 Qxd4 Bd6 Bxf7+ Rxf7 Qxd6 Rf6 Qd5+ Kh8 Ne5 Rf8 Qxd7 Qxd7 Nxd7 Rd8 Ne5 Re8 Nf7+ Kh7 Rxe8 Kg6 Ne5+ Kf6 f4 Kf5 g3 g5 Rf1 Ke4 fxg5 Kd4 gxh6 Kc3 Nf7 Kxc4 Rf4+ Kb5 h7 a5 h8=Q Kb6 Qe5 a4 Re6+ Kb7 Nd6+
Hourly UltraBullet Arena,Lichess.org,littlepilgrim,dhawalplayse4,1-0,2000,1598,2020.11.07,15:31:24,A04,15+0,Time forfeit,https://lichess.org/oDnrVojq,Nf3 d6 g3 e6 Bg2 f6 O-O g6 e4 h6 d4 Nc6 e5 Nce7 exd6 cxd6 d5 Qc7 dxe6 Nf5 Nc3 g5 Nb5 g4 Nxc7+ Ke7 Nd4 Nxd4 Nd5+ Kxe6 Qd2 Kf7 Qxd4 Ne7 Nxf6 Ng6 Ne4 Kg8 Qf6 Bg7 Qd8+ Bf8 Nf6+ Kg7 Nd7 Be7 Qc7 Rd8 Qc3+
Hourly UltraBullet Arena,Lichess.org,peelepoiper,dhawalplayse4,0-1,1533,1593,2020.11.07,15:30:40,D05,15+0,Time forfeit,https://lichess.org/uwqutLec,e3 d5 d4 e6 Nf3 Nf6 Ne5 Nc6 Qh5 g6 Qf3 Bg7 Nxc6 bxc6 c4 Bd7 cxd5 cxd5 Nc3 g5 Bd3 Qe7 Qg3 O-O Qxg5 h5 h4 Ne4 Bxe4 Qxg5 hxg5 dxe4 Nxe4 f6 Nxf6+ Bxf6 gxf6 Rxf6 g3 Rg6 Rxh5 e5 Rg5 Rxg5 dxe5 Rg7 e6 Bxe6 Bd2 Re7 Bc3 Rc8 Ke2 Rd8 Kf3 Rd2 e4 Bd5 Ke3 Rf7 Kxd2 Rf3
Sicilian Defense Bullet Arena,Lichess.org,Tusharfightchess,dhawalplayse4,1-0,1765,1825,2020.11.06,11:14:12,?,60+0,Normal,https://lichess.org/CE2XlFgl,Bd3 e5 Nf5 Nbd7 O-O g6 Nh6 Bxh6 Bxh6 Rg8 h3 Nc5 Bg5 Qe7 Nd5 Qe6 Nxf6+ Ke7 Nxg8+ Ke8 Nf6+ Kf8 Nxh7+ Kg7 Nf6 Nd7 Nxd7 Qxd7 f4 exf4 Rxf4 d5 Bf6+ Kg8 Qe1 b6 Qh4
Sicilian Defense Bullet Arena,Lichess.org,DON_ROTOR,dhawalplayse4,0-1,2070,1816,2020.11.06,11:12:11,?,60+0,Normal,https://lichess.org/fId5JQUa,Bc4 Nc6 Be3 Bd7 f3 Be7 O-O O-O Bb3 a6 a4 b5 axb5 axb5 Rxa8 Qxa8 Ncxb5 Nd8 Qe1 e5 Nf5 Bxb5 Nxe7+ Kh8 Rf2 Qb7 Nd5 Ne6 Nxf6 gxf6 Rd2 Rg8 Rxd6 Qc8 Qh4 Qf8 Qxf6+ Rg7 Bxe6 Qxd6 Bh6 Qd1+ Kf2 Qf1+ Ke3 Qe2#
Sicilian Defense Bullet Arena,Lichess.org,jay_d,dhawalplayse4,0-1,1580,1814,2020.11.06,11:10:07,?,60+0,Time forfeit,https://lichess.org/ZUhnonEf,Be2 e5 Ndb5 a6 Na3 Nc6 O-O Be6 Nc4 Be7 Be3 O-O Nb6 Rb8 a4 Qc7 a5 d5 exd5 Nxd5 Nbxd5 Bxd5 Nxd5 Qd6 Nxe7+ Qxe7 c3 Rfd8 Qc2 Qf6 b4 Qg6 Qb2 Rd6 Bc5 Rf6 Bf3 e4 Be2 Qg5 Be3 Qg6 Bc4 Ne5 Ba2 Qg4 g3 Nf3+ Kg2 Qh5 Qb3 g5 h3 Rh6
Sicilian Defense Bullet Arena,Lichess.org,dhawalplayse4,KREMENCHUG,1-0,1810,1649,2020.11.06,11:07:41,?,60+0,Time forfeit,https://lichess.org/LQtHckg8,e5 dxe5 Nf3 Bd6 Bc4 O-O Ne4 Bb4+ c3 Qxd1+ Kxd1 Rd8+ Bd2 Be7 Nxf6+ Bxf6 Kc2 e4 Rad1 exf3 Be3 Rxd1 Rxd1 Nd7 Rg1 h6 gxf3 Kh7 Bf4 e5 Bd3+ g6 h4 exf4 Be4 Bxh4 Rh1 Bxf2 Rf1 Be3 Kd3 Nc5+ Kc4 Nxe4 fxe4 Be6+ Kd3 Re8 b4 b5 Kc2 Bc4 a3 Rxe4 Kb2 Bd2 Rd1 Re2 Kb1 Bxc3 Rc1 Rb2+ Ka1 Bg7 a4 Bb3 Rc3
Hourly HyperBullet Arena,Lichess.org,Terminator2018,dhawalplayse4,1-0,2082,1812,2020.11.06,06:07:03,D51,30+0,Normal,https://lichess.org/PVSZZWLn,d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 Bxf6 Nxf6 e3 dxc4 Nf3 Bd7 Bxc4 Be7 Bd3 O-O h4 Nd5 Bxh7+ Kxh7 Ng5+ Kg8 Qh5 Bxg5 hxg5 Nf6 Qh8#
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,UnderdogP4P,0-1,1813,2281,2020.11.06,06:05:38,B01,30+0,Time forfeit,https://lichess.org/E9uma371,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 e6 Bc4 Be7 d3 c6 Be3 Nf6 Qe2 b5 Bb3 a5 a4 b4 Nd1 Nbd7 c3 Ba6 c4 Nb6 Rc1 O-O O-O Nbd7 Bd4 c5 Be3 Nb8 h3 Nc6 Ne1 Nd4 Nc2 Nxc2 Rxc2 Bb7 Rd2 Qc7 f3 Rfd8 Bf4 Rd7 Bxc7 Rxc7 Qe3 Rd7 Rdf2 Rad8 Bc2 g6 d4 cxd4 Qe4 Nxe4 Bxe4 Bxe4 fxe4 f5 e5 Rc7 g4 Rxc4 gxf5 exf5 e6 Rc6 Ne3 dxe3 Rf3 Rxe6 Rxe3 Rxe3 Rf2 Re1+ Kg2 Re6 Rf3 Re8 Kg3 Kf7 Rf4 h6 h4 h5 Kg2 Bxh4 Kg1 Bg5
Hourly HyperBullet Arena,Lichess.org,yeshu1236,dhawalplayse4,0-1,1664,1810,2020.11.06,06:04:11,D30,30+0,Time forfeit,https://lichess.org/21ybyuaI,d4 d5 c4 e6 cxd5 e5 Nc3 exd4 Qxd4 Bf5 Qd1 g6 Nf3 Bg7 e4 Bd7 Bd3 c6 O-O cxd5 exd5 Qf6 Re1+ Ne7 Bg5 Qb6 Rxe7+ Kf8 Rxd7 f6 Bxf6 Nxd7 Bxg7+ Kxg7 Na4 Rhf8 Nxb6 axb6 Bc4 Rae8 b3 Nf6 Rc1 Ne4 Qd3 Nf6 g3 Re7 Kg2 Ref7 Ne5 Re7 Nf7 Nh5 Nd8 Rxd8 d6 Rf8 dxe7 Re8 Qd8 Nf6 Qxe8 Kh6 Be6 Nxe8 Bd7 Kg5 Bxe8 h5 Bd7 h4 Bf5 h3+ Kg1 gxf5 g4 f4 f3 Kf6 Kf2 Kg5 Re1 Kf6
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,felipe_ph,1-0,1808,1543,2020.11.06,06:02:48,B21,30+0,Time forfeit,https://lichess.org/QPZQVZSa,e4 c5 d4 cxd4 Nf3 Nf6 c3 dxc3 Bc4 Nxe4 O-O e6 Re1 Nf6 Nxc3 d5 Bb3 Be7 Na4 O-O Bd2 b5 Nc3 Bd7 Ne2 Nc6 Qc2 Rc8 Qb1 Nd4 Bc2 Nxc2 b3 Nxa1 Qxa1 Ne4 Qc1 Rxc1 Bxc1 Bf6 Ng3 Nxg3 hxg3 Qb6 Nd2 Rc8 Nf3 Rc2 Be3 Qa5 Bd2 Rxd2 Nxd2 Qxd2 Rf1 Bc6 g4
Eastern Bullet Arena,Lichess.org,dhawalplayse4,Contreras69088,0-1,1813,1957,2020.11.06,04:26:58,C01,60+0,Normal,https://lichess.org/gCaGyuH9,e4 e6 d4 d5 exd5 exd5 Nc3 c6 Nf3 Be7 Bd3 Nf6 Be3 O-O Qe2 Re8 O-O Nbd7 Qd2 a5 Ng5 h6 Nf3 b5 Ne2 b4 c3 bxc3 Qxc3 Ba6 Rfe1 Bxd3 Qxd3 c5 dxc5 Nxc5 Bxc5 Bxc5 Nfd4 Qd7 Nc3 Rac8 Rec1 Bd6 Nxd5 Nxd5 Qb3 Rxc1+ Rxc1 Rc8 Rxc8+ Qxc8 Qxd5 Qc1#
Jueves juguemos con Caborca,Lichess.org,dhawalplayse4,VHMC,0-1,1822,1310,2020.11.06,04:22:43,C21,60+0,Normal,https://lichess.org/Y1NZhZXu,e4 e5 d4 exd4 c3 Nc6 cxd4 d5 exd5 Qxd5 Nf3 Bg4 Nc3 Qd8 h3 Bxf3 g3 Bxd1 Kxd1 Qxd4+ Kc2 Qxf2+ Be2 Qxg3 Nb5 O-O-O Bg4+ Kb8 Kb1 Qd3#
Jueves juguemos con Caborca,Lichess.org,Andresfhc71,dhawalplayse4,0-1,1045,1822,2020.11.06,04:20:08,B01,60+0,Time forfeit,https://lichess.org/BBM9eFPJ,e4 d5 e5 f6 d4 fxe5 Nf3 Nc6 dxe5 e6 Nc3 Nge7 Bg5 h5 Bb5 Bd7 Bxc6 Bxc6 O-O a6 Qd2 g6 Nd4 Qd7 Qf4 Bg7 Nce2 Rf8 Ng3 Rxf4 Bxf4 Nf5 Ngxf5 gxf5 Rad1 Bb5 Nxb5 axb5 c4 bxc4 b3 cxb3 axb3 Qb5 Rb1 Ra3
Jueves juguemos con Caborca,Lichess.org,dhawalplayse4,MarkCaesar,1-0,1814,1943,2020.11.06,04:17:39,B23,60+0,Time forfeit,https://lichess.org/56VvBndg,e4 c5 Nc3 Nc6 Bb5 e6 Bxc6 bxc6 f4 d5 d3 d4 Nce2 Nf6 Nf3 Nd7 c3 Be7 cxd4 cxd4 Nexd4 Bb7 Be3 O-O h3 a6 Qc2 c5 Nb3 Rc8 e5 Bxf3 gxf3 Bh4+ Bf2 Bxf2+ Qxf2 c4 dxc4 Rxc4 Nd2 Rxf4 Rg1 Nxe5 Qg3 Nd3+ Ke2 Qf6 Kxd3 Rd8+ Ke2 Qe5+ Ne4 Qb5+ Kf2 Qe5 Rae1 g6 Re2 Rd3 Ng5 Qd4+ Kg2 Rdxf3 Nxf3 Rf5 Nxd4 Rd5 Nxe6 f5 Qb8+ Kf7 Rc2 Kxe6 Rc6+ Ke7 Qe8+
Jueves juguemos con Caborca,Lichess.org,suTjor-bowdug-vinsy6,dhawalplayse4,0-1,1387,1813,2020.11.06,04:15:07,B01,60+0,Normal,https://lichess.org/ML55h1NE,e4 d5 exd5 Nf6 Nc3 Nxd5 Nf3 Nxc3 bxc3 Nc6 Ba3 e6 Bb5 Bxa3 d4 a6 Bxc6+ bxc6 c4 Be7 Rb1 Bd7 Ne5 O-O h4 f6 Ng4 c5 d5 exd5 Qxd5+ Kh8 h5 Re8 h6 Bd6+ Kd2 Bxg4 hxg7+ Kxg7 Qh5 Bxh5 Rxh5 Bf4+
Jueves juguemos con Caborca,Lichess.org,ramiox,dhawalplayse4,0-1,1410,1812,2020.11.06,04:12:23,B01,60+0,Time forfeit,https://lichess.org/FOc5LgXn,e4 d5 exd5 Nf6 Nc3 Nxd5 Nf3 Nxc3 bxc3 Nc6 Bc4 Bf5 d4 e6 Bf4 Bd6 Be3 h6 O-O O-O Qd2 Be4 Be2 Bxf3 Bxf3 Qh4 h3 Qf6 c4 a6 c3 Ne7 Rad1 Nf5 Bxb7 Rab8 Be4 Rfd8 c5 Be7 Qe2 Nxe3 Qxe3 g6 Qd3 Kg7 Qg3 h5 Qxc7 Rbc8 Qa5 Rd7 Qxa6 Rdc7 Qa3 Qf4 Qb2 Bg5 Rfe1 e5 d5 Rxc5 d6 Rxc3 d7 Rd8 Qxc3 Qxf2+ Kxf2 Be3+
Jueves juguemos con Caborca,Lichess.org,dhawalplayse4,ElviaZarinaMonrealR,1-0,1810,1529,2020.11.06,04:09:48,C20,60+0,Time forfeit,https://lichess.org/ut7RqKte,e4 e5 d4 b6 dxe5 Bb7 Nc3 Qe7 Nf3 Nc6 Bf4 Nb4 a3 Nc6 Bd3 Na5 Qd2 Bc6 b4 Nb7 b5 d6 bxc6 Nc5 exd6 cxd6 Nd4 O-O-O Qe2 Nf6 h4 Kc7 O-O h6 e5 dxe5 Bxe5+ Kc8 Bf5+ Rd7 Bxd7+ Ncxd7 cxd7+ Nxd7 Nd5 Qc5 Qd3 Bd6 Bxd6 Qxd5 Bb4 a5 Bc3 Ne5 Qe3 Ng4 Qf3 Qg5 Qg3 Qxh4 Qxh4 Nxf2 Qxf2 g5 Qf5+ Kb7 Qxf7+ Ka6 Rf6 Rb8 Qe7 Rb7 Nc6
Jueves juguemos con Caborca,Lichess.org,dhawalplayse4,ANGELICA92,1-0,1810,1026,2020.11.06,04:07:13,C00,60+0,Time forfeit,https://lichess.org/0VlzvJlh,e4 e6 d4 Bb4+ c3 Bxc3+ Nxc3 Qh4 Nf3 Qe7 Bf4 Qb4 a3 Nc6 axb4 Nxb4 Nb5 Nh6 Nxc7+ Ke7 Qa4 Nc2+ Qxc2 a5 Qc5+ Kd8 Nxa8 Ke8 Bd6
Jueves juguemos con Caborca,Lichess.org,superbohemio,dhawalplayse4,1-0,1976,1813,2020.11.06,04:04:36,D00,60+0,Normal,https://lichess.org/Scwo7cL2,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Nc6 Bb5 Bd7 O-O a6 Bd3 e6 a3 Bd6 Qe1 O-O Qh4 Qe7 Bg5 h6 Bxh6 gxh6 Qxh6 Rfd8 Ng5 Qf8 Bh7+ Nxh7 Qxh7#
Jueves juguemos con Caborca,Lichess.org,dhawalplayse4,EmilianoC,1-0,1813,1226,2020.11.06,04:02:22,C44,60+0,Normal,https://lichess.org/QODM46KE,e4 e5 d4 exd4 c3 dxc3 Bc4 Nc6 Nf3 Nf6 e5 Ne4 Qd5 cxb2 Qxf7#
Jueves juguemos con Caborca,Lichess.org,e4daniel64,dhawalplayse4,0-1,1340,1813,2020.11.06,04:00:00,?,60+0,Time forfeit,https://lichess.org/Adf3aFYh,
